date,value,rolling_mean_12
1991-02-28,6.715,
1991-03-31,7.086,
1991-04-30,6.97325,
1991-05-31,7.19175,
1991-06-30,7.619,
1991-07-31,7.453250000000001,
1991-08-31,7.4792499999999995,
1991-09-30,7.1646,
1991-10-31,7.3705,
1991-11-30,7.04225,
1991-12-31,7.0894,
1992-01-31,6.93,7.1761875
1992-02-29,6.84675,7.187166666666666
1992-03-31,7.087000000000001,7.18725
1992-04-30,7.37075,7.220375000000001
1992-05-31,7.291200000000001,7.228662500000001
1992-06-30,7.452249999999999,7.214766666666667
1992-07-31,7.615,7.228245833333333
1992-08-31,7.600199999999999,7.238325
1992-09-30,7.308249999999999,7.2502958333333325
1992-10-31,7.375749999999999,7.250733333333334
1992-11-30,7.1578,7.2603625
1992-12-31,7.427,7.288495833333332
1993-01-31,6.9268,7.2882291666666665
1993-02-28,7.06325,7.3062708333333335
1993-03-31,7.12425,7.309374999999999
1993-04-30,7.305,7.303895833333333
1993-05-31,7.396599999999999,7.3126791666666655
1993-06-30,7.701,7.333408333333334
1993-07-31,7.7357499999999995,7.343470833333332
1993-08-31,7.7632,7.357054166666667
1993-09-30,7.559749999999999,7.3780125000000005
1993-10-31,7.6042000000000005,7.39705
1993-11-30,7.45475,7.421795833333333
1993-12-31,7.684,7.4432125000000005
1994-01-31,6.9358,7.4439625000000005
1994-02-28,7.2844999999999995,7.4624
1994-03-31,7.403499999999999,7.485670833333334
1994-04-30,7.46025,7.498608333333333
1994-05-31,7.560599999999999,7.512275
1994-06-30,7.81475,7.521754166666667
1994-07-31,7.662000000000001,7.515608333333333
1994-08-31,7.958500000000001,7.531883333333333
1994-09-30,7.513,7.527987499999999
1994-10-31,7.7712,7.541904166666668
1994-11-30,7.5825,7.55255
1994-12-31,8.0395,7.582175
1995-01-31,7.2341999999999995,7.607041666666667
1995-02-28,7.3485,7.612374999999999
1995-03-31,7.8435,7.649041666666666
1995-04-30,7.7114,7.669970833333333
1995-05-31,8.123000000000001,7.7168375000000005
1995-06-30,8.18825,7.7479625
1995-07-31,8.192,7.792129166666666
1995-08-31,8.0175,7.797045833333335
1995-09-30,7.85125,7.825233333333333
1995-10-31,7.8498,7.831783333333333
1995-11-30,7.94425,7.861929166666666
1995-12-31,7.7092,7.834404166666666
1996-01-31,7.342,7.8433874999999995
1996-02-29,7.638,7.8675125
1996-03-31,7.676400000000001,7.8535875
1996-04-30,7.726999999999999,7.8548875
1996-05-31,7.92375,7.838283333333333
1996-06-30,8.087399999999999,7.829879166666667
1996-07-31,8.1165,7.8235874999999995
1996-08-31,8.068249999999999,7.827816666666666
1996-09-30,7.7867999999999995,7.822445833333333
1996-10-31,7.817,7.8197125000000005
1996-11-30,7.7825,7.806233333333334
1996-12-31,7.7948,7.813366666666666
1997-01-31,7.3095,7.810658333333333
1997-02-28,7.5832500000000005,7.806095833333334
1997-03-31,7.7756,7.8143625000000005
1997-04-30,7.96275,7.834008333333333
1997-05-31,8.065,7.8457791666666665
1997-06-30,8.175799999999999,7.8531458333333335
1997-07-31,8.52275,7.887
1997-08-31,8.2924,7.905679166666666
1997-09-30,8.120000000000001,7.933445833333334
1997-10-31,8.158,7.9618625
1997-11-30,7.975199999999999,7.977920833333333
1997-12-31,8.03475,7.997916666666668
1998-01-31,7.765499999999999,8.035916666666667
1998-02-28,7.88525,8.061083333333334
1998-03-31,8.1176,8.089583333333334
1998-04-30,8.160499999999999,8.1060625
1998-05-31,8.1762,8.115329166666667
1998-06-30,8.4155,8.135304166666666
1998-07-31,8.526250000000001,8.135595833333333
1998-08-31,8.581199999999999,8.159662500000001
1998-09-30,8.253,8.170745833333333
1998-10-31,8.32625,8.184766666666667
1998-11-30,8.1524,8.199533333333333
1998-12-31,8.3935,8.229429166666666
1999-01-31,7.755799999999999,8.228620833333332
1999-02-28,8.32325,8.265120833333333
1999-03-31,8.278500000000001,8.278529166666667
1999-04-30,8.173,8.279570833333333
1999-05-31,8.3378,8.2930375
1999-06-30,8.8675,8.330704166666667
1999-07-31,8.619250000000001,8.338454166666667
1999-08-31,8.633199999999999,8.3427875
1999-09-30,8.62975,8.374183333333333
1999-10-31,8.445,8.384079166666668
1999-11-30,8.2265,8.390254166666667
1999-12-31,8.659,8.412379166666666
2000-01-31,7.8792,8.4226625
2000-02-29,8.14475,8.4077875
2000-03-31,8.28575,8.408391666666667
2000-04-30,8.5618,8.440791666666666
2000-05-31,8.647,8.466558333333333
2000-06-30,8.59825,8.444120833333335
2000-07-31,8.6194,8.444133333333333
2000-08-31,8.80075,8.458095833333333
2000-09-30,8.33975,8.433929166666667
2000-10-31,8.6658,8.452329166666667
2000-11-30,8.23275,8.45285
2000-12-31,8.4208,8.433
2001-01-31,8.0115,8.444025000000002
2001-02-28,8.1395,8.443587500000001
2001-03-31,8.47275,8.459170833333333
2001-04-30,8.5042,8.454370833333334
2001-05-31,8.56775,8.447766666666666
2001-06-30,8.6945,8.4557875
2001-07-31,8.9718,8.485154166666666
2001-08-31,8.815249999999999,8.4863625
2001-09-30,8.469199999999999,8.49715
2001-10-31,8.721,8.50175
2001-11-30,8.692,8.540020833333335
2001-12-31,8.597,8.554704166666665
2002-01-31,8.20375,8.570725
2002-02-28,8.514,8.601933333333333
2002-03-31,8.5724,8.6102375
2002-04-30,8.686,8.6253875
2002-05-31,8.80025,8.6447625
2002-06-30,8.9406,8.665270833333333
2002-07-31,9.10775,8.676599999999999
2002-08-31,9.129249999999999,8.702766666666667
2002-09-30,8.769,8.72775
2002-10-31,9.02225,8.752854166666667
2002-11-30,8.756499999999999,8.758229166666666
2002-12-31,8.7866,8.774029166666667
2003-01-31,8.581,8.805466666666666
2003-02-28,8.4,8.795966666666667
2003-03-31,8.604800000000001,8.798666666666668
2003-04-30,8.64225,8.795020833333332
2003-05-31,8.92525,8.8054375
2003-06-30,8.9536,8.806520833333332
2003-07-31,9.2015,8.814333333333334
2003-08-31,9.3194,8.830179166666667
2003-09-30,9.004999999999999,8.849845833333333
2003-10-31,9.15975,8.861304166666667
2003-11-30,8.941399999999998,8.876712499999998
2003-12-31,8.877,8.884245833333333
2004-01-31,8.4735,8.8752875
2004-02-29,8.8176,8.910087500000001
2004-03-31,8.9605,8.939729166666666
2004-04-30,9.123,8.979791666666667
2004-05-31,9.190000000000001,9.001854166666666
2004-06-30,9.2525,9.0267625
2004-07-31,9.17825,9.024825
2004-08-31,9.4274,9.033824999999998
2004-09-30,9.019,9.034991666666667
2004-10-31,9.0342,9.024529166666666
2004-11-30,9.134,9.040579166666667
2004-12-31,9.238,9.0706625
2005-01-31,8.7942,9.0973875
2005-02-28,8.905249999999999,9.104691666666666
2005-03-31,9.092500000000001,9.115691666666667
2005-04-30,9.14725,9.1177125
2005-05-31,9.3598,9.131862499999999
2005-06-30,9.48225,9.151008333333333
2005-07-31,9.4648,9.174887499999999
2005-08-31,9.328,9.166604166666668
2005-09-30,8.78275,9.146916666666668
2005-10-31,9.0032,9.144333333333334
2005-11-30,9.17125,9.1474375
2005-12-31,9.30025,9.152625
2006-01-31,8.8962,9.161125
2006-02-28,9.03425,9.171875
2006-03-31,9.08075,9.170895833333333
2006-04-30,9.1708,9.172858333333332
2006-05-31,9.32925,9.1703125
2006-06-30,9.50675,9.172354166666667
2006-07-31,9.619800000000001,9.185270833333334
2006-08-31,9.58325,9.206541666666666
2006-09-30,9.24125,9.244750000000002
2006-10-31,9.3612,9.274583333333334
2006-11-30,9.264,9.2823125
2006-12-31,9.3124,9.283325
2007-01-31,9.0735,9.2981
2007-02-28,9.14275,9.307141666666666
2007-03-31,9.284749999999999,9.324141666666668
2007-04-30,9.2972,9.334674999999999
2007-05-31,9.45425,9.345091666666667
2007-06-30,9.5525,9.348904166666665
2007-07-31,9.659600000000001,9.352220833333332
2007-08-31,9.63425,9.356470833333335
2007-09-30,9.239,9.356283333333332
2007-10-31,9.337,9.354266666666666
2007-11-30,9.25775,9.353745833333333
2007-12-31,9.3342,9.3555625
2008-01-31,8.984,9.348104166666667
2008-02-29,9.065249999999999,9.341645833333333
2008-03-31,9.1868,9.333483333333334
2008-04-30,9.26325,9.330654166666667
2008-05-31,9.301,9.317883333333333
2008-06-30,9.34,9.300175000000001
2008-07-31,9.4095,9.279333333333334
2008-08-31,9.358799999999999,9.256379166666667
2008-09-30,8.76725,9.217066666666666
2008-10-31,9.027750000000001,9.191295833333333
2008-11-30,8.9512,9.165750000000001
2008-12-31,9.034500000000001,9.140775
2009-01-31,8.766,9.122608333333334
2009-02-28,9.032,9.119837500000001
2009-03-31,9.0352,9.107204166666667
2009-04-30,9.038499999999999,9.088475
2009-05-31,9.1684,9.077425
2009-06-30,9.19125,9.065029166666667
2009-07-31,9.197,9.047320833333332
2009-08-31,9.2044,9.034454166666666
2009-09-30,9.0465,9.057725
2009-10-31,9.01975,9.057058333333332
2009-11-30,8.9812,9.059558333333333
2009-12-31,8.95575,9.052995833333332
2010-01-31,8.668000000000001,9.044829166666666
2010-02-28,8.86475,9.030891666666667
2010-03-31,9.018,9.029458333333332
2010-04-30,9.26225,9.048104166666667
2010-05-31,9.1398,9.045720833333334
2010-06-30,9.372499999999999,9.060825
2010-07-31,9.406,9.078241666666667
2010-08-31,9.3438,9.089858333333334
2010-09-30,9.0595,9.090941666666668
2010-10-31,9.0264,9.091495833333333
2010-11-30,8.95475,9.089291666666666
2010-12-31,9.2035,9.109937500000001
2011-01-31,8.6598,9.109254166666666
2011-02-28,9.06625,9.126045833333334
2011-03-31,8.90575,9.116691666666666
2011-04-30,9.083499999999999,9.101795833333334
2011-05-31,9.098600000000001,9.0983625
2011-06-30,9.31475,9.093549999999999
2011-07-31,9.1004,9.068083333333334
2011-08-31,9.097249999999999,9.047537499999999
2011-09-30,8.90725,9.03485
2011-10-31,8.6596,9.004283333333333
2011-11-30,8.64,8.978054166666666
2011-12-31,8.756,8.9407625
2012-01-31,8.065999999999999,8.891279166666665
2012-02-29,8.355,8.832008333333333
2012-03-31,8.57175,8.804174999999999
2012-04-30,8.701600000000001,8.77235
2012-05-31,8.79575,8.7471125
2012-06-30,8.9175,8.714008333333334
2012-07-31,8.7728,8.686708333333334
2012-08-31,9.157499999999999,8.691729166666667
2012-09-30,8.6634,8.671408333333334
2012-10-31,8.59325,8.665879166666667
2012-11-30,8.646749999999999,8.666441666666666
2012-12-31,8.4484,8.640808333333334
2013-01-31,8.41675,8.6700375
2013-02-28,8.4505,8.677995833333332
2013-03-31,8.47,8.669516666666667
2013-04-30,8.498249999999999,8.652570833333334
2013-05-31,8.72725,8.6468625
2013-06-30,8.995000000000001,8.653320833333334
2013-07-31,9.026,8.674420833333333
2013-08-31,9.12875,8.672025
2013-09-30,8.7704,8.680941666666667
2013-10-31,9.055,8.719420833333333
2013-11-30,8.9345,8.7434
2013-12-31,8.741399999999999,8.767816666666667
2014-01-31,8.279,8.7563375
2014-02-28,8.32525,8.7459
2014-03-31,8.834399999999999,8.776266666666666
2014-04-30,8.6145,8.785954166666667
2014-05-31,9.194749999999999,8.8249125
2014-06-30,8.9596,8.8219625
2014-07-31,9.0535,8.824254166666668
2014-08-31,8.9776,8.811658333333334
2014-09-30,8.69825,8.805645833333333
2014-10-31,8.977,8.799145833333334
2014-11-30,9.0854,8.811720833333334
2014-12-31,9.3285,8.860645833333335
2015-01-31,8.7975,8.903854166666667
2015-02-28,8.658999999999999,8.931666666666667
2015-03-31,8.8878,8.936116666666665
2015-04-30,8.951,8.964158333333334
2015-05-31,9.354800000000001,8.977495833333334
2015-06-30,9.5235,9.024487500000001
2015-07-31,9.54475,9.065425000000001
2015-08-31,9.407,9.101208333333334
2015-09-30,9.04425,9.130041666666665
2015-10-31,9.20525,9.1490625
2015-11-30,9.2128,9.159679166666667
2015-12-31,8.98975,9.13145
2016-01-31,8.796600000000002,9.131375
2016-02-29,9.32775,9.187104166666666
2016-03-31,9.35725,9.226225000000001
2016-04-30,9.4735,9.269766666666667
2016-05-31,9.6426,9.293750000000001
2016-06-30,9.76025,9.313479166666667
2016-07-31,9.7548,9.330983333333334
2016-08-31,9.63175,9.3497125
2016-09-30,9.3315,9.37365
2016-10-31,9.1152,9.366145833333333
2016-11-30,9.055,9.352995833333333
2016-12-31,8.9715,9.351474999999999
2017-01-31,8.192666666666666,9.301147222222221
